,Unnamed: 0,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price,Year_levels
3383,18124,2005,1,2,2,0,1396,1853,attached,427,0,True,False,True,True,11249,Joshua Fall,,East Lucas,11911,274676.0,2002-2018
3384,18125,2007,1,2,2,0,1682,1945,attached,489,0,True,False,True,True,442,Antonio Bridge,,East Lucas,11911,306809.0,2002-2018
3385,18126,2005,1,2,2,0,1392,1493,attached,425,0,True,False,True,True,920,Booker Meadow,,East Lucas,11911,268382.0,2002-2018
3386,18127,2007,1,2,2,0,1393,1505,attached,429,0,True,False,True,True,25457,Alexander Mission,,East Lucas,11911,239399.0,2002-2018
3387,18128,2005,1,2,2,0,1392,1504,attached,433,0,True,False,True,True,8690,Johnson Mountain,,East Lucas,11911,260818.0,2002-2018
3388,18129,2006,1,2,2,0,1392,1499,attached,425,0,True,False,True,True,13,King Ridges,,East Lucas,11911,245700.0,2002-2018
3389,18130,2006,1,3,2,0,1658,1803,attached,465,0,True,False,True,True,69652,Lawrence Valleys,,East Lucas,11911,296104.0,2002-2018
3390,18131,2011,1,3,2,1,2016,2130,attached,442,0,False,False,True,True,28877,Alvarez Parks,,East Lucas,11911,385561.0,2002-2018
3391,18132,2013,1,3,2,0,1296,1338,attached,423,0,False,False,True,True,54938,Brown Village,,East Lucas,11911,334531.0,2002-2018
3392,18133,2005,1,3,2,0,1624,1690,attached,424,0,True,False,True,True,28868,Wise Land,,East Lucas,11911,308699.0,2002-2018
3393,18134,2004,1,3,3,0,2826,3074,attached,577,0,True,False,True,True,35866,Brendan Dam,,East Lucas,11911,478796.0,2002-2018
3394,18135,2007,1,4,2,1,2562,2767,attached,652,0,True,True,True,True,92789,Brendan Dam,,East Lucas,11911,440999.0,2002-2018
3395,18136,2008,1,3,3,0,2824,3064,attached,576,0,True,False,True,True,978,Brendan Dam,,East Lucas,11911,437853.0,2002-2018
3396,18137,2004,2,3,2,1,2514,2686,attached,586,0,True,False,True,True,913,Brendan Dam,,East Lucas,11911,418831.34,2002-2018
3397,18138,2005,1,4,2,1,2562,2758,attached,645,0,True,False,True,True,769,Paul Trail,,East Lucas,11911,526682.0,2002-2018
3398,18141,2004,2,4,2,1,2075,2076,attached,478,0,True,False,True,True,9055,Cunningham Brooks,,North Erinville,11510,415796.0,2002-2018
3399,18142,2005,2,4,2,1,2075,2078,attached,475,0,True,False,True,True,635,Natasha Freeway,,North Erinville,11510,403200.0,2002-2018
3400,18143,2005,2,3,2,1,1684,1739,attached,432,0,True,False,True,True,49455,Michael Mountain,,North Erinville,11510,346500.0,2002-2018
3401,18144,2005,2,3,2,1,1468,1514,attached,415,0,True,False,True,True,321,Michael Mountain,,North Erinville,11510,346503.0,2002-2018
3403,18146,2006,2,4,2,1,2291,2469,attached,667,0,True,False,True,True,433,Lauren Mills,,North Erinville,11510,403203.0,2002-2018
3404,18220,2005,2,3,2,1,2379,2422,attached,443,0,False,False,True,True,70704,Michele Coves,,North Erinville,11510,428401.0,2002-2018
3405,18221,2003,1,3,2,1,2438,2522,attached,428,0,False,False,True,True,91,Tucker Canyon,,Port Jonathanborough,10250,395009.0,2002-2018
3406,18222,2002,2,5,2,1,3288,3356,attached,597,0,True,True,True,True,239,Stevenson Bypass,,North Erinville,11510,491401.0,2002-2018
3407,18223,2004,2,4,3,1,4043,4175,attached,594,0,True,True,True,True,5582,Kevin Hollow,,North Erinville,11510,541804.0,2002-2018
3408,18224,2002,2,5,2,1,3439,3571,attached,577,0,True,True,True,True,62454,Steven Valley,,North Erinville,11510,554398.0,2002-2018
3409,18225,2002,2,5,2,1,3439,3563,attached,575,0,True,True,True,True,23,Sean Mission,,North Erinville,11510,584644.0,2002-2018
3410,18226,2004,2,4,2,1,2193,2216,attached,427,0,True,False,True,True,5910,Mary Landing,,North Erinville,11510,371703.0,2002-2018
3411,18227,2002,2,3,2,1,2303,2320,attached,620,0,True,True,True,True,3704,Lawson Cliff,,North Erinville,11510,440998.0,2002-2018
3412,18228,2005,2,2,3,1,1972,1970,attached,466,0,True,False,True,True,430,Allison Station,1026.0,North Erinville,11510,306808.0,2002-2018
3413,18229,2006,2,3,2,1,1624,1623,attached,510,0,True,False,True,True,629,Allison Station,1401.0,North Erinville,11510,302398.0,2002-2018
3414,18230,2005,1,3,2,1,2441,2522,attached,430,0,False,False,True,True,2833,Jorge Forest,,Port Jonathanborough,10250,447303.0,2002-2018
3415,18231,1989,1,3,2,1,1983,2205,attached,664,0,True,True,True,True,28346,Alexis Unions,,Port Jonathanborough,10250,655198.0,1985-2001
3416,18241,2010,2,4,2,1,2876,2988,attached,621,0,False,False,True,True,834,Michael Manors,,North Erinville,11510,466197.0,2002-2018
3417,18242,2012,2,4,2,0,2696,2844,attached,635,0,False,False,True,True,347,Rogers Bridge,,North Erinville,11510,464939.0,2002-2018
3418,18243,2004,1,3,3,1,2607,2630,attached,586,0,True,False,True,True,79030,Joseph Crest,,North Erinville,11510,438483.0,2002-2018
3419,18244,1982,1,3,1,1,1594,2801,detached,442,0,False,False,True,True,582,Earl Trafficway,,Port Jonathanborough,10250,188998.0,1968-1984
3420,18252,2006,2,5,2,1,3319,3528,attached,630,0,True,True,True,True,512,Dana Overpass,,Wendybury,10250,497702.0,2002-2018
3421,18260,2004,2,4,2,1,3217,3349,attached,630,0,True,False,True,True,3649,Krystal Vista,,Wendybury,10250,437220.0,2002-2018
3422,18261,2003,2,4,3,0,2850,2888,attached,572,0,True,False,True,True,526,Williams Rue,,Wendybury,10250,466203.0,2002-2018
3423,18262,2002,2,3,3,0,1985,2032,attached,610,0,True,False,True,True,241,Camacho Brook,,Wendybury,10250,409500.0,2002-2018
3424,18263,2001,2,4,2,1,3412,3407,attached,560,0,True,True,True,True,331,Nichols Pike,,Wendybury,10250,472497.0,1985-2001
3425,18264,2000,2,4,2,1,3403,3488,attached,561,0,True,False,True,True,233,Michael Gateway,,Wendybury,10250,485103.0,1985-2001
3426,18283,2009,2,3,2,1,3320,3314,attached,692,0,True,False,True,True,4971,Sandoval Mountain,,Wendybury,10250,409501.0,2002-2018
3427,18284,2006,2,5,3,1,3545,3583,attached,724,0,True,False,True,True,992,Andrew Plains,,Wendybury,10250,466202.0,2002-2018
3428,18285,2002,2,4,2,1,2057,2121,attached,613,0,True,True,True,True,7076,Gonzalez Ville,,Wendybury,10250,421472.0,2002-2018
3429,18286,1995,1,4,2,0,1689,1851,attached,577,0,False,False,True,True,44470,Timothy Manors,,Wendybury,10250,390603.0,1985-2001
3430,18287,1997,1,4,2,0,1696,1853,attached,582,0,False,False,True,True,952,Schultz Street,,Wendybury,10250,352804.0,1985-2001
3431,18288,1999,2,3,2,1,1988,2023,attached,427,0,True,False,True,True,2468,Christopher Radial,,Wendybury,10250,384300.0,1985-2001
3432,18289,1991,2,4,2,1,2458,2456,attached,703,0,True,False,True,True,227,Perry Mountains,,Wendybury,10250,403202.0,1985-2001
3433,18290,1986,2,4,2,1,2513,2553,attached,433,0,True,False,True,True,95859,Samuel Shoal,,Wendybury,10250,427139.0,1985-2001
3434,18291,1988,1,3,2,0,1621,1644,attached,445,0,True,False,True,True,75841,Burke Falls,,Wendybury,10250,365397.0,1985-2001
3435,18292,1988,2,4,2,1,2163,2192,attached,710,0,True,False,True,True,49439,Jonathan Mission,,Wendybury,10250,400676.0,1985-2001
3436,18293,1989,2,5,2,1,2250,2253,attached,711,0,True,True,True,True,91001,Phillip Plain,,Wendybury,10250,346498.0,1985-2001
3437,18294,1986,1,3,2,0,1320,1353,attached,602,0,True,False,True,True,957,Ruiz Expressway,,Wendybury,10250,340203.0,1985-2001
3438,18295,1990,2,4,2,1,2154,2186,attached,712,0,True,False,True,True,1902,Ruiz Expressway,,Wendybury,10250,428399.0,1985-2001
3439,18296,1991,1,4,2,0,1890,2372,attached,598,0,True,False,True,True,1292,Isaiah Club,,Wendybury,10250,458636.0,1985-2001
3440,18303,2010,1,3,2,0,1766,1894,attached,519,0,True,False,True,True,60837,Knight Ford,,Port Jonathanborough,10250,355322.0,2002-2018
3441,18304,2012,2,5,4,0,2944,3012,attached,637,0,True,False,True,True,35479,Shannon Village,,Port Jonathanborough,10250,400684.0,2002-2018
3442,18305,2006,2,5,3,1,3750,3825,attached,692,0,True,False,True,True,460,Martinez Junction,,Port Jonathanborough,10250,541803.0,2002-2018
3443,18306,2010,1,3,2,0,1951,1965,attached,443,0,False,False,True,True,8775,Chelsey Avenue,,Port Jonathanborough,10250,365404.0,2002-2018
3444,18307,2004,1,5,3,0,2405,2563,attached,451,0,True,False,True,True,605,Warren Summit,,Port Jonathanborough,10250,415798.0,2002-2018
3445,18308,2006,2,3,2,1,2496,2624,attached,610,0,True,True,True,True,6580,William Branch,,Port Jonathanborough,10250,443523.0,2002-2018
3446,18309,2008,2,5,3,1,2937,3088,attached,678,0,True,False,True,True,32685,Wanda Crest,,Port Jonathanborough,10250,403198.0,2002-2018
3447,18310,2006,2,5,3,0,3655,3968,attached,658,0,True,False,True,True,26246,Susan Points,,Port Jonathanborough,10250,491399.0,2002-2018
3448,18311,2006,2,4,3,1,3826,4007,attached,682,0,True,True,True,True,9,Kelly Dam,,Port Jonathanborough,10250,434700.0,2002-2018
3449,18312,2005,2,3,2,1,2238,2292,attached,435,0,True,False,True,True,911,Terri Port,,Port Jonathanborough,10250,422103.0,2002-2018
3450,18313,2003,2,3,2,1,2503,2621,attached,612,0,True,False,True,True,524,Terri Port,,Port Jonathanborough,10250,409498.0,2002-2018
3451,18314,2004,1,3,2,0,2376,2421,attached,588,0,True,False,True,True,3191,Carey Crossing,,Port Jonathanborough,10250,406347.0,2002-2018
3452,18315,2003,2,4,2,1,2376,2544,attached,572,0,True,False,True,True,132,Cox Way,,Port Jonathanborough,10250,409501.0,2002-2018
3453,18316,2004,2,3,2,1,2369,2386,attached,422,0,True,False,True,True,2186,Tanya Ville,,Port Jonathanborough,10250,398164.0,2002-2018
3454,18317,2001,2,5,2,1,2952,2972,attached,609,0,True,False,True,True,59955,Williams Extensions,,Port Jonathanborough,10250,396900.0,1985-2001
3455,18318,1989,1,3,2,0,1498,1491,attached,616,0,True,False,True,True,342,Alvarado Ford,,Port Jonathanborough,10250,369176.0,1985-2001
3456,18319,1990,1,3,2,1,1849,1852,attached,697,0,True,False,True,True,4569,Nicholas Garden,,Port Jonathanborough,10250,403204.0,1985-2001
3457,18337,1991,1,3,2,0,1400,1484,attached,506,0,True,False,True,True,5861,Keith Centers,,Wendybury,10250,351542.0,1985-2001
3458,18338,1986,1,3,1,1,1345,1350,detached,716,0,False,False,True,False,2150,Hardy Inlet,,Wendybury,10250,253256.0,1985-2001
3459,18340,1947,2,2,1,1,1843,2104,detached,867,0,True,False,True,True,43964,Duncan Hill,,Wendybury,10250,369808.0,1935-1950
3460,18341,1989,2,6,5,1,5239,5298,attached,1229,0,True,True,True,True,7982,Ryan Rest,,Wendybury,10250,738359.0,1985-2001
3462,18343,2010,1,4,2,0,2420,2416,attached,568,0,True,False,True,True,3465,Hill Divide,,Wendybury,10250,433438.0,2002-2018
3463,18344,2008,1,4,2,0,2411,2415,attached,560,0,True,False,True,True,37,Anthony Ferry,,Wendybury,10250,409501.0,2002-2018
3464,18345,2010,2,3,2,0,2644,2749,attached,649,0,False,False,True,True,885,Anthony Ferry,,Wendybury,10250,365404.0,2002-2018
3465,18346,1981,1,2,2,0,1342,1341,attached,956,0,False,False,True,True,633,Robert Estate,,Wendybury,10250,214201.0,1968-1984
3466,18347,1993,2,3,2,1,1971,1968,attached,677,0,True,False,True,True,13,Rodriguez Points,,Wendybury,10250,395644.0,1985-2001
3467,18348,1992,2,3,3,0,2242,2243,attached,623,0,True,True,True,True,851,Joshua Parkways,,Wendybury,10250,372963.0,1985-2001
3468,18349,1989,1,3,2,0,1461,1469,attached,608,0,True,False,True,True,66926,Williams Turnpike,,Wendybury,10250,346503.0,1985-2001
3470,18351,2001,1,3,2,0,1271,1273,attached,421,0,True,False,True,True,36999,Kyle Walk,,Wendybury,10250,336423.0,1985-2001
3471,18352,2002,2,4,2,1,2201,2223,attached,428,0,True,False,True,True,682,Kyle Walk,,Wendybury,10250,396903.0,2002-2018
3472,18353,1991,1,3,2,0,1418,1664,attached,451,0,True,False,True,True,22729,Curry Groves,,Wendybury,10250,245697.0,1985-2001
3473,18354,1990,2,4,3,0,1877,2106,attached,425,0,True,False,True,True,664,Curry Groves,,Wendybury,10250,333902.0,1985-2001
3474,18355,1986,1,3,2,0,1438,1434,attached,703,0,True,True,True,True,641,Rodney Vista,,Wendybury,10250,389966.0,1985-2001
3475,18356,1986,2,4,2,1,2243,2323,attached,627,0,True,False,True,True,2239,Joseph Lake,,Wendybury,10250,466202.0,1985-2001
3476,18357,1986,2,4,2,1,2241,2328,attached,629,0,True,True,True,True,8801,Samantha Lane,,Wendybury,10250,478800.0,1985-2001
3479,18360,1989,2,5,2,1,2967,3475,attached,842,0,False,False,True,True,8753,Fisher Divide,,Wendybury,10250,825304.0,1985-2001
3481,18367,2014,1,3,2,1,1899,1951,attached,481,0,True,False,True,True,6642,Sullivan Knoll,,Port Jonathanborough,10250,392487.0,2002-2018
3482,18368,2011,1,3,2,1,1905,1948,attached,481,0,True,False,True,True,919,Carroll Lodge,,Port Jonathanborough,10250,415798.0,2002-2018
3483,18369,2013,2,4,2,1,2218,2343,attached,418,0,False,False,True,True,26641,Carroll Lodge,,Port Jonathanborough,10250,374221.0,2002-2018
3484,18370,2012,2,5,3,0,2815,2864,attached,446,0,False,False,True,True,310,Sullivan Knoll,,Port Jonathanborough,10250,422099.0,2002-2018
3485,18371,2013,2,5,3,0,2817,2861,attached,451,0,False,False,True,True,4252,Jacqueline Summit,,Port Jonathanborough,10250,441003.0,2002-2018
3486,18372,2007,2,4,3,1,3809,4048,attached,754,0,False,False,True,True,961,Thomas Underpass,,Port Jonathanborough,10250,449818.0,2002-2018
3487,18373,1988,2,3,2,1,1566,1578,attached,467,0,True,False,True,True,686,Dalton Burgs,,Port Jonathanborough,10250,362253.0,1985-2001
3488,18374,1989,2,3,2,1,1569,1571,attached,472,0,True,False,True,True,686,Dalton Burgs,,Port Jonathanborough,10250,277197.0,1985-2001
3489,18376,1990,2,4,2,1,1593,1593,attached,450,0,True,False,True,True,82673,Amanda Curve,,Port Jonathanborough,10250,355321.0,1985-2001
3490,18377,1988,2,3,2,1,1474,1473,attached,496,0,True,False,True,True,9756,Amanda Curve,,Port Jonathanborough,10250,351544.0,1985-2001
3491,18378,1998,2,4,2,1,1846,1931,attached,432,0,True,False,True,True,939,Hale Stravenue,,Port Jonathanborough,10250,367917.0,1985-2001
3492,18379,1989,1,4,2,0,1853,1843,attached,569,0,True,False,True,True,55611,Thomas Park,,Port Jonathanborough,10250,352798.0,1985-2001
3493,18380,1988,2,4,3,0,2136,2315,attached,599,0,True,True,True,True,926,Brown Mills,,Port Jonathanborough,10250,396901.0,1985-2001
3494,18381,1989,2,3,2,0,1864,2344,attached,419,0,True,True,True,True,6270,Dominique Stream,,Port Jonathanborough,10250,401944.0,1985-2001
3495,18382,1991,2,3,2,0,1872,1920,attached,417,0,True,True,True,True,5514,Sandra Gardens,,Port Jonathanborough,10250,309956.0,1985-2001
3496,18383,1991,2,4,3,0,1993,2114,attached,512,0,True,True,True,True,62249,Garcia Creek,,Port Jonathanborough,10250,396902.0,1985-2001
3497,18405,1988,1,2,1,1,906,910,detached,238,0,False,False,True,True,5681,Michael Skyway,,West Ann,10748,223023.0,1985-2001
3498,18424,2007,2,6,4,1,3767,3872,attached,874,0,True,False,True,True,68452,Jones Port,,Wendybury,10250,541798.0,2002-2018
3499,18425,2000,2,3,2,1,3037,3150,attached,631,0,True,False,True,True,645,Shawn Corners,,Wendybury,10250,472499.0,1985-2001
3500,18426,2003,2,5,2,1,2896,2942,attached,627,0,True,True,True,True,39233,Davis Stravenue,,Wendybury,10250,548104.0,2002-2018
3501,18427,2002,2,5,2,1,2888,2940,attached,628,0,True,False,True,True,1738,Carroll Squares,,Wendybury,10250,317518.0,2002-2018
3502,18428,1989,1,3,2,0,1623,1626,detached,403,0,False,False,True,True,256,Williams Meadow,,Wendybury,10250,291056.0,1985-2001
3503,18429,1983,1,3,2,0,2046,2038,detached,401,0,False,False,True,True,17044,Robinson Bridge,,Wendybury,10250,297356.0,1968-1984
3504,18430,1982,1,3,1,1,1843,2148,detached,482,0,False,False,True,True,89066,Annette Stream,,Wendybury,10250,327603.0,1968-1984
3505,18431,1983,1,4,1,1,1919,1924,detached,484,841,False,False,True,True,37097,Williams Meadow,,Wendybury,10250,276570.0,1968-1984
3506,18432,1985,1,3,1,1,1537,1540,detached,530,598,False,False,True,True,82545,Annette Stream,,Wendybury,10250,337683.0,1985-2001
3507,18433,1991,1,3,2,0,1244,1254,detached,506,0,False,False,True,True,288,Tara Stravenue,,Wendybury,10250,157504.0,1985-2001
3508,18434,1990,1,3,2,0,1250,1254,detached,504,0,False,False,True,True,288,Tara Stravenue,,Wendybury,10250,277196.0,1985-2001
3509,18435,1988,1,3,2,0,1853,1845,detached,403,0,False,False,True,True,211,Robin Keys,,Wendybury,10250,278458.0,1985-2001
3511,18438,2002,1,3,3,0,1459,1455,detached,861,0,False,True,True,True,366,David Flats,,Port Jonathanborough,10250,302404.0,2002-2018
3512,18439,1981,2,3,2,0,1870,2646,detached,483,0,True,False,True,True,3318,Craig Prairie,,Port Jonathanborough,10250,172621.0,1968-1984
3513,18441,2012,1,4,2,0,2961,2968,attached,462,0,False,True,True,True,812,William Mews,,Port Jonathanborough,10250,478796.0,2002-2018
3514,18442,2012,1,4,2,0,2362,2494,attached,468,0,False,False,True,True,95062,Sydney Plaza,,Port Jonathanborough,10250,412019.0,2002-2018
3515,18443,2014,2,4,3,0,3831,3832,attached,582,0,False,False,True,True,53,Michael Trail,,Port Jonathanborough,10250,522904.0,2002-2018
3516,18444,2010,2,4,2,1,2405,2402,attached,399,0,False,False,True,True,19650,Michelle Green,,Port Jonathanborough,10250,384296.0,2002-2018
3517,18445,2009,2,4,2,1,2402,2404,attached,402,0,False,False,True,True,691,Holly Corners,,Port Jonathanborough,10250,406984.0,2002-2018
3518,18446,2016,1,2,2,0,1810,1874,attached,425,0,True,False,True,True,575,Amanda Valleys,,Port Jonathanborough,10250,410127.0,2002-2018
3519,18447,2013,1,2,2,0,1512,1535,attached,424,0,True,False,True,True,17122,Amanda Valleys,,Port Jonathanborough,10250,361616.0,2002-2018
3520,18448,2009,1,3,1,1,1227,1228,attached,418,0,False,False,True,True,892,Matthew Tunnel,,Port Jonathanborough,10250,323818.0,2002-2018
3521,18449,2010,1,3,2,1,2529,2555,attached,464,0,False,False,True,True,61,Randall Square,,Port Jonathanborough,10250,447298.0,2002-2018
3522,18450,2014,2,4,3,1,3434,3603,attached,664,0,False,False,True,True,241,Carmen Gateway,,Port Jonathanborough,10250,551252.0,2002-2018
3523,18451,2015,1,4,3,1,2809,3009,attached,594,0,False,False,True,True,38,Carmen Gateway,,Port Jonathanborough,10250,533614.0,2002-2018
3524,18452,2015,2,4,3,1,3434,3603,attached,664,0,False,False,True,True,59078,Carmen Gateway,,Port Jonathanborough,10250,517233.0,2002-2018
3525,18453,2007,2,4,2,1,3347,3353,attached,653,0,True,True,True,True,10435,Clark Harbor,,Port Jonathanborough,10250,497702.0,2002-2018
3526,18454,2007,2,5,2,1,3670,3784,attached,565,0,True,False,True,True,1656,Shannon Pine,,Port Jonathanborough,10250,472501.0,2002-2018
3527,18455,2006,1,4,2,0,2100,2091,attached,599,0,True,False,True,True,25326,Carol Courts,,Port Jonathanborough,10250,409501.0,2002-2018
3528,18456,2007,1,3,2,0,2318,2468,attached,721,0,True,False,True,True,5324,Lane Forks,,Port Jonathanborough,10250,396898.0,2002-2018
3529,18457,2006,2,4,2,1,2304,2433,attached,424,0,True,False,True,True,73,Tracy Avenue,,Port Jonathanborough,10250,333899.0,2002-2018
3530,18458,2006,2,4,2,1,2294,2434,attached,423,0,True,False,True,True,73,Tracy Avenue,,Port Jonathanborough,10250,399419.0,2002-2018
3531,18459,2002,1,3,2,0,2042,2108,attached,426,0,True,False,True,True,2974,Kelsey Roads,,Port Jonathanborough,10250,396899.0,2002-2018
3532,18460,2004,1,3,2,0,2031,2099,attached,627,0,True,True,True,True,62261,Kevin Fall,,Port Jonathanborough,10250,432178.0,2002-2018
3533,18461,2004,2,3,2,1,2807,2855,attached,684,0,True,True,True,True,6417,Anderson Stravenue,,Port Jonathanborough,10250,383667.0,2002-2018
3534,18462,2000,1,3,2,0,1758,1801,attached,416,0,False,False,True,True,324,Jones Road,,Port Jonathanborough,10250,371696.0,1985-2001
3535,18463,2002,1,3,2,0,1521,1601,attached,649,0,True,False,True,True,8756,Martin Neck,,Port Jonathanborough,10250,352804.0,2002-2018
3536,18464,2001,1,3,2,0,1559,1662,attached,427,0,False,False,True,True,9600,Wong Fords,,Port Jonathanborough,10250,346499.0,1985-2001
3537,18465,2001,1,3,2,0,1753,1797,attached,416,0,False,False,True,True,26975,Wong Fords,,Port Jonathanborough,10250,359100.0,1985-2001
3538,18466,1944,1,2,1,0,755,1254,detached,201,0,False,False,False,False,6424,Joshua Junctions,,Port Jonathanborough,10250,277200.0,1935-1950
3539,18467,1944,1,2,1,0,760,1255,detached,197,0,False,False,False,False,6424,Joshua Junctions,,Port Jonathanborough,10250,315003.0,1935-1950
3540,18468,1988,1,3,1,1,1750,1751,detached,866,0,False,False,True,True,9611,Samuel Plains,,Port Jonathanborough,10250,189001.0,1985-2001
3541,18469,1978,1,3,1,1,1786,1999,attached,400,0,True,False,True,True,165,Timothy Crest,,Port Jonathanborough,10250,459898.0,1968-1984
3545,18473,1996,2,4,2,1,1959,2023,attached,417,0,True,False,True,True,974,Kenneth Burgs,,Port Jonathanborough,10250,390596.0,1985-2001
3546,18474,2000,2,4,2,1,1973,1970,attached,442,0,False,False,True,True,725,Hall Stravenue,,Port Jonathanborough,10250,409497.0,1985-2001
3547,18487,1975,1,2,2,0,1434,1444,detached,478,718,False,False,True,True,893,Mckenzie Trace,,Port Jonathanborough,10250,207899.0,1968-1984
3548,18488,2011,1,4,2,1,2521,2855,attached,625,0,True,True,True,True,3776,Casey Cliff,,Port Jonathanborough,10250,718197.0,2002-2018
3552,18576,2004,2,5,2,1,3577,3693,attached,589,0,True,False,True,True,6012,Mario Dale,,Port Jonathanborough,10250,478800.0,2002-2018
3553,18577,2003,1,4,2,0,2155,2206,attached,598,0,True,False,True,True,3179,Mario Dale,,Port Jonathanborough,10250,371703.0,2002-2018
3554,18581,2004,2,3,2,1,1847,1916,attached,428,0,True,False,True,True,57220,Heather Hill,,Port Jonathanborough,10250,372962.0,2002-2018
3555,18582,2005,2,4,2,1,2832,2907,attached,435,0,True,False,True,True,135,Moore Rue,,Port Jonathanborough,10250,378004.0,2002-2018
3556,18583,2006,2,4,2,1,2253,2404,attached,429,0,True,False,True,True,2833,Moore Rue,,Port Jonathanborough,10250,365401.0,2002-2018
3557,18584,2006,2,4,2,1,2254,2399,attached,428,0,True,False,True,True,25896,Savage Causeway,,Port Jonathanborough,10250,390602.0,2002-2018
3558,18585,2006,2,4,3,1,2537,2587,attached,447,0,True,False,True,True,92055,Cook Ranch,,Port Jonathanborough,10250,220502.0,2002-2018
3559,18586,2006,2,5,3,0,3270,3376,attached,618,0,True,False,True,True,43804,Leonard Corners,,Port Jonathanborough,10250,448557.0,2002-2018
3560,18587,2006,2,5,3,0,2784,2989,attached,631,0,True,False,True,True,2982,Michael Mount,,Port Jonathanborough,10250,352802.0,2002-2018
3561,18588,2006,2,5,3,0,2773,2989,attached,630,0,True,False,True,True,2982,Michael Mount,,Port Jonathanborough,10250,396899.0,2002-2018
3562,18589,2005,1,2,2,0,1809,1885,attached,459,0,True,False,True,True,3231,Henry Roads,,Port Jonathanborough,10250,364140.0,2002-2018
3563,18590,2005,2,4,2,1,2373,2523,attached,602,0,True,False,True,True,20,William Islands,,Port Jonathanborough,10250,365402.0,2002-2018
3564,18591,2004,2,5,2,1,3137,3236,attached,658,0,True,False,True,True,4165,Wilson Unions,,Port Jonathanborough,10250,485728.0,2002-2018
3565,18592,2005,1,3,2,1,2441,2533,attached,573,0,True,False,True,True,36803,Brown Shoal,,Port Jonathanborough,10250,377999.0,2002-2018
3566,18593,2006,2,5,2,1,2082,2168,attached,473,0,True,False,True,True,713,Ian Neck,,Port Jonathanborough,10250,384299.0,2002-2018
3567,18594,2006,2,4,2,1,2558,2559,attached,585,0,True,False,True,True,250,Cook Estates,,Port Jonathanborough,10250,393117.0,2002-2018
3568,18595,2003,2,5,2,1,2339,2400,attached,565,0,True,False,True,True,18482,Nicole Hollow,,Port Jonathanborough,10250,357844.0,2002-2018
3569,18596,2003,1,4,2,0,2412,2448,attached,621,0,True,False,True,True,53610,Lee Well,,Port Jonathanborough,10250,409503.0,2002-2018
3570,18597,2004,1,1,1,1,1300,1342,attached,413,0,True,False,True,True,3524,Charlene Fall,,Port Jonathanborough,10250,316264.0,2002-2018
3571,18598,2001,1,2,2,0,2093,2112,attached,492,0,True,False,True,True,41550,Cook Wall,,Port Jonathanborough,10250,434704.0,1985-2001
3572,18599,2003,1,2,2,0,2093,2109,attached,497,0,True,False,True,True,3967,Walker Highway,,Port Jonathanborough,10250,400683.0,2002-2018
3573,18600,2002,1,1,1,1,1326,1392,attached,537,0,True,False,True,True,22646,Davis Plain,,Port Jonathanborough,10250,333904.0,2002-2018
3574,18601,2001,1,3,2,0,1465,1545,attached,442,0,True,False,True,True,700,Joshua Plain,,Port Jonathanborough,10250,333898.0,1985-2001
3575,18602,2001,1,3,2,0,1467,1545,attached,445,0,True,False,True,True,479,Herman Ports,,Port Jonathanborough,10250,327604.0,1985-2001
3576,18603,2003,1,3,2,1,1681,1766,attached,414,0,True,False,True,True,472,Lane Loop,,Port Jonathanborough,10250,359100.0,2002-2018
3577,18604,2001,1,3,2,1,1679,1760,attached,410,0,True,False,True,True,69490,Michael Spurs,,Port Jonathanborough,10250,441002.0,1985-2001
3578,18605,1999,1,3,2,1,1678,1763,attached,417,0,True,True,True,True,461,Michael Spurs,,Port Jonathanborough,10250,371702.0,1985-2001
3579,18606,1999,2,4,2,1,2465,2472,attached,611,0,True,False,True,True,6931,Evans Trail,,Port Jonathanborough,10250,359096.0,1985-2001
3580,18607,2000,2,4,2,1,1786,1789,attached,595,0,True,True,True,True,94898,Cooper Run,,Port Jonathanborough,10250,342716.0,1985-2001
3581,18608,1992,1,3,1,1,1471,1593,attached,423,0,True,False,True,True,3141,Jackson Union,,Port Jonathanborough,10250,317517.0,1985-2001
3582,18609,1988,1,2,1,1,1279,1270,attached,418,0,True,False,True,True,7889,Eric Court,,Port Jonathanborough,10250,307441.0,1985-2001
3583,18610,1988,1,3,2,0,1447,1499,attached,478,0,True,True,True,True,66,Nicole Hollow,,Port Jonathanborough,10250,375478.0,1985-2001
3584,18611,1992,1,3,1,1,1300,1311,attached,414,0,True,False,True,True,9801,Shannon Gateway,,Port Jonathanborough,10250,280977.0,1985-2001
3585,18612,1988,1,3,1,1,1302,1306,attached,412,0,True,False,True,True,9885,Freeman Mountains,,Port Jonathanborough,10250,299878.0,1985-2001
3586,18613,1991,1,3,1,1,1298,1312,attached,409,0,True,False,True,True,299,Rhodes Flats,,Port Jonathanborough,10250,316259.0,1985-2001
3587,18615,2003,2,5,3,0,3140,3213,attached,671,0,True,True,True,True,597,Morris Coves,,Port Jonathanborough,10250,464939.0,2002-2018
3588,18616,2003,2,4,2,1,2463,2458,attached,445,0,False,False,True,True,53369,Lewis Port,,Port Jonathanborough,10250,401938.0,2002-2018
